id,cancion,artista,subestilo,pais,origen,genero,yt_channel_subscribers_log,channel_age_years,is_vevo,is_licensed_content,lastfm_artist_listeners,lastfm_artist_playcount,lastfm_plays_per_listener,lastfm_top_tag_score,lastfm_top10_listeners_mean,lastfm_similar_match_mean,territorio_top_1,territorio_top_2,n_territorios_top,career_stage,label_type,has_featuring,n_collaborators,release_month,duracion_total_s,tempo_bpm,energia_rms_mean,energia_rms_std,brillo_centroide_mean,brillo_centroide_std,ancho_banda_hz,caida_espectral_rolloff,tasa_cruces_cero,bailabilidad_essentia,complejidad_dinamica_essentia,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,nivel,nivel_predicho,prob_bajo,prob_medio,prob_alto
869,Te Recordaré,El Fantasma,Sierreño,MX,real,Regional Mexicano,11.644,17.02,1,1,85839,1717790,20.01,100,20873,0.8684,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,5,199.35,136.0,0.0480999983847141,0.0205000005662441,3464.0,1154.5,2817.58,6791.12,0.1896,1.2517,-27.109,-201.0839996337891,43.27370071411133,7.849299907684326,21.4960994720459,-4.180799961090088,Medio,Medio,0.18712826926064827,0.7948714160354583,0.018000314703893353
870,Encantadora,El Fantasma,Sierreño,MX,real,Regional Mexicano,15.7041,12.46,0,1,85839,1717790,20.01,100,20873,0.8684,MX,SIN_SEGUNDO,1,Consagrado,Indie,0,1,2,182.25,107.7,0.2421000003814697,0.1046999990940094,2328.74,875.66,2619.02,5338.38,0.0817,1.1208,-13.0141,-73.37200164794922,82.50659942626953,8.021599769592285,10.45940017700195,0.8773000240325928,Medio,Medio,0.04141751511163316,0.8962922673059688,0.06229021758239792
871,Mi 45,El Fantasma,Sierreño,MX,real,Regional Mexicano,14.3343,8.79,0,1,85839,1717790,20.01,100,20873,0.8684,MX,SIN_SEGUNDO,1,Establecido,Indie,0,2,6,117.5,123.0,0.3003000020980835,0.1155000030994415,1749.39,661.16,1943.3,3496.18,0.0755,1.5833,-10.345,-56.50329971313477,117.7427978515625,-16.49489974975586,19.85070037841797,-8.57699966430664,Medio,Medio,0.06352678616183993,0.878767078043941,0.05770613579421913
872,La Caída del Compa Daniel,El Fantasma,Sierreño,MX,real,Regional Mexicano,15.7041,12.46,0,1,85839,1717790,20.01,100,20873,0.8684,MX,SIN_SEGUNDO,1,Consagrado,Indie,0,1,5,200.96,117.5,0.246299996972084,0.1146000027656555,2385.75,831.52,2434.56,5100.27,0.094,1.2197,-12.3233,-54.40719985961914,82.04389953613281,-11.16689968109131,6.027999877929688,-5.140999794006348,Medio,Medio,0.029042262057469338,0.9054908886229655,0.06546684931956508
873,Soldado Caído,Lenin Ramírez,Banda,MX,real,Regional Mexicano,15.7041,12.46,0,1,71990,1096119,15.23,100,12331,0.586,MX,SIN_SEGUNDO,1,Consagrado,Indie,0,1,7,185.92,152.0,0.2405000030994415,0.1321000009775162,2561.24,1000.1,2626.53,5574.96,0.1019,1.2641,-11.881,-68.35919952392578,75.26699829101562,-3.598000049591064,-2.411999940872192,-8.122900009155273,Medio,Medio,0.06880967427731827,0.8112866376529186,0.11990368806976304
874,JGL,Lenin Ramírez,Banda,MX,real,Regional Mexicano,16.3004,17.3,0,1,71990,1096119,15.23,100,12331,0.586,MX,SIN_SEGUNDO,1,Consagrado,Major,1,3,5,213.09,117.5,0.3224999904632568,0.1169999986886978,2466.82,850.83,2651.07,5556.83,0.0957,1.2694,-9.983,-22.19479942321777,80.74199676513672,4.407199859619141,5.084499835968018,-3.190599918365479,Medio,Medio,0.08520805751490827,0.8023369216578364,0.11245502082725532
875,Cuando Estoy Lejos,Lenin Ramírez,Banda,MX,real,Regional Mexicano,16.3004,17.3,0,1,71990,1096119,15.23,100,12331,0.586,MX,SIN_SEGUNDO,1,Consagrado,Major,1,3,5,213.09,117.5,0.3224999904632568,0.1169999986886978,2466.82,850.83,2651.07,5556.83,0.0957,1.2694,-9.983,-22.19479942321777,80.74199676513672,4.407199859619141,5.084499835968018,-3.190599918365479,Medio,Medio,0.08520805751490827,0.8023369216578364,0.11245502082725532
876,La Aventura,Voz de Mando,Banda,MX,real,Regional Mexicano,15.7041,12.46,0,1,64012,678525,10.6,100,10201,0.7125,MX,SIN_SEGUNDO,1,Consagrado,Indie,0,2,12,183.48,143.6,0.178399994969368,0.1027999967336655,2111.47,785.23,2487.46,4733.74,0.083,1.2814,-14.6334,-111.3219985961914,95.95240020751952,8.64050006866455,10.25879955291748,-0.1152999997138977,Medio,Medio,0.08157355943393356,0.7893280534950736,0.1290983870709928
877,Trabajando para el Pueblo,Voz de Mando,Banda,MX,real,Regional Mexicano,13.0647,16.09,1,1,64012,678525,10.6,100,10201,0.7125,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,6,288.81,161.5,0.0658999979496002,0.0401999987661838,1749.21,876.43,2134.45,3754.42,0.0655,1.1872,-23.9254,-249.4633941650391,108.9657974243164,5.742000102996826,23.45190048217773,10.67580032348633,Medio,Medio,0.2512781781724263,0.730788880146843,0.01793294168073069
878,Vámonos Recio,Los Plebes del Rancho,Sierreño,MX,real,Regional Mexicano,16.3004,17.3,0,1,884,6580,7.44,100,104,0.6928,MX,SIN_SEGUNDO,1,Consagrado,Major,0,1,7,183.02,129.2,0.1432999968528748,0.0640000030398368,2193.81,757.49,2315.02,4499.96,0.0997,1.1404,-16.7958,-126.3268966674805,81.54730224609375,-9.96280002593994,20.92679977416992,3.64109992980957,Medio,Medio,0.29847833635952276,0.6447416623052834,0.05678000133519384
879,Como Antes,Los Plebes del Rancho,Sierreño,MX,real,Regional Mexicano,14.0387,10.18,0,1,884,6580,7.44,100,104,0.6928,MX,SIN_SEGUNDO,1,Establecido,Indie,0,1,8,223.11,86.1,0.2340999990701675,0.1150999963283539,2164.13,763.13,2582.09,4901.15,0.0867,1.1176,-12.2807,-73.52529907226562,98.84510040283205,9.38319969177246,-3.184099912643433,-2.074399948120117,Medio,Medio,0.0809709856080689,0.8797405488422196,0.03928846554971141
880,La Toxic,Grupo Marca Registrada,Sierreño,MX,real,Regional Mexicano,4.3944,4.73,0,0,179510,7512567,41.85,100,46515,0.8375,MX,SIN_SEGUNDO,1,Establecido,Regional,0,1,1,156.58,89.1,0.210999995470047,0.1377999931573868,2064.96,1145.27,2333.09,4244.97,0.0818,1.4517,-14.5848,-126.7285003662109,100.6684036254883,1.251600027084351,10.95950031280518,16.33670043945312,Medio,Medio,0.39634051973076684,0.5546685787770127,0.04899090149222049
881,No Estoy Listo,Grupo Marca Registrada,Sierreño,MX,real,Regional Mexicano,14.3865,4.29,0,1,179510,7512567,41.85,100,46515,0.8375,MX,SIN_SEGUNDO,1,Establecido,Major,1,2,9,154.69,99.4,0.1712000072002411,0.0705000013113021,2127.84,808.33,2386.52,4507.95,0.0698,1.2283,-16.4179,-109.6185989379883,90.50990295410156,-3.401900053024292,24.68899917602539,11.31400012969971,Medio,Medio,0.11722603448368518,0.6026898132384741,0.28008415227784067
882,Me He Quedado Solo,Grupo Marca Registrada,Sierreño,MX,real,Regional Mexicano,14.3865,4.29,0,1,179510,7512567,41.85,100,46515,0.8375,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,10,186.69,152.0,0.1561000049114227,0.0533999986946582,1892.27,715.8,2184.42,3927.39,0.069,1.2735,-16.8193,-118.6495971679688,101.1552963256836,-8.987700462341309,23.05999946594238,8.44540023803711,Medio,Medio,0.067475396798921,0.7183557222825981,0.21416888091848083
883,Te Necesito,Joss Favela,Banda,MX,real,Regional Mexicano,12.9432,10.83,1,1,27140,246327,9.08,0,3338,0.8245,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,4,247.12,143.6,0.1479000002145767,0.0914999991655349,2280.97,1035.62,2425.87,4987.17,0.0987,1.1915,-15.4752,-138.6425018310547,87.02349853515625,14.69610023498535,15.33720016479492,-4.822800159454346,Medio,Medio,0.06322440950907011,0.9081598245623386,0.028615765928591434
884,Pa Las Que Sea,Joss Favela,Banda,MX,real,Regional Mexicano,12.9432,10.83,1,1,27140,246327,9.08,0,3338,0.8245,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,4,247.12,143.6,0.1479000002145767,0.0914999991655349,2280.97,1035.62,2425.87,4987.17,0.0987,1.1915,-15.4752,-138.6425018310547,87.02349853515625,14.69610023498535,15.33720016479492,-4.822800159454346,Medio,Medio,0.06322440950907011,0.9081598245623386,0.028615765928591434
885,Vivir Contigo,Joss Favela,Banda,MX,real,Regional Mexicano,12.9432,10.83,1,1,27140,246327,9.08,0,3338,0.8245,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,5,170.26,117.5,0.1333999931812286,0.069300003349781,1921.61,892.67,2352.61,4233.77,0.0708,1.1504,-17.3382,-172.7355041503906,95.49479675292967,18.23889923095703,27.05579948425293,9.353599548339844,Medio,Medio,0.13511984675184296,0.8427293092636231,0.02215084398453392
886,Hablamos Mañana,Marca MP,Sierreño,MX,real,Regional Mexicano,9.5252,5.27,0,1,100205,3021770,30.16,100,19196,0.7247,MX,SIN_SEGUNDO,1,Establecido,Regional,0,1,4,224.39,143.6,0.1362999975681305,0.0873000025749206,2490.61,975.8,2562.32,5202.21,0.1125,1.0844,-16.0981,-128.8287963867188,86.14459991455078,3.098599910736084,12.69900035858154,-4.573599815368652,Medio,Medio,0.11806044677881301,0.8311990356520668,0.05074051756912022
887,Cuando Sale la Luna,Marca MP,Sierreño,MX,real,Regional Mexicano,14.2666,6.32,0,1,100205,3021770,30.16,100,19196,0.7247,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,4,153.05,172.3,0.1759999990463257,0.0841000005602836,1420.57,888.46,2014.17,2902.43,0.0502,1.1728,-15.3515,-167.1011962890625,124.2459030151367,25.16379928588867,26.6786003112793,6.291600227355957,Medio,Medio,0.036187563964224095,0.8922051463624212,0.0716072896733548
888,Me Encantas,Cornelio Vega Jr.,Sierreño,MX,real,Regional Mexicano,5.9402,7.69,0,0,1,1,1.0,0,1,0.0,MX,SIN_SEGUNDO,1,Emergente,Indie,0,2,9,175.23,152.0,0.1451999992132187,0.0502999983727932,2708.97,895.67,2638.2,5760.36,0.1227,1.1209,-17.3183,-96.36299896240234,67.66400146484375,10.7101001739502,27.70660018920898,2.73639988899231,Medio,Bajo,0.5190430054149416,0.437519706477005,0.04343728810805325
889,La Puerta Negra,Los Tigres del Norte,Norteño,MX,real,Regional Mexicano,13.7267,16.96,1,1,313135,7061519,22.55,100,64865,0.8047,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,12,202.87,107.7,0.0763999968767166,0.0254999995231628,2796.61,830.99,2616.75,5677.51,0.1379,1.2625,-22.6242,-165.5693969726562,59.88370132446289,4.643199920654297,32.91439819335938,1.36710000038147,Bajo,Bajo,0.9071101104937055,0.0758341510353941,0.01705573847090029
890,Contrabando y Traición,Los Tigres del Norte,Corrido tradicional,MX,real,Regional Mexicano,13.7267,16.96,1,1,313135,7061519,22.55,100,64865,0.8047,MX,SIN_SEGUNDO,1,Establecido,Major,0,2,12,240.06,107.7,0.1097000017762184,0.0264999996870756,2700.84,550.74,2562.42,5495.85,0.1387,1.2107,-19.9276,-77.49400329589844,76.77690124511719,-16.66259956359863,20.85860061645508,-6.364200115203857,Bajo,Bajo,0.8730121393669477,0.10574663912330506,0.021241221509747166
891,Jefe de Jefes,Los Tigres del Norte,Corrido tradicional,MX,real,Regional Mexicano,13.7267,16.96,1,1,313135,7061519,22.55,100,64865,0.8047,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,10,217.35,112.3,0.0359000004827976,0.0167999994009733,2385.24,918.23,2530.04,5116.56,0.1089,1.3034,-28.8036,-268.8023071289062,77.4655990600586,7.221799850463867,32.22539901733398,8.8326997756958,Bajo,Bajo,0.9097874204610891,0.06643710509548797,0.02377547444342299
892,Pacas de a Kilo,Los Tigres del Norte,Corrido tradicional,MX,real,Regional Mexicano,11.0186,16.2,0,1,313135,7061519,22.55,100,64865,0.8047,MX,SIN_SEGUNDO,1,Establecido,Regional,0,1,1,213.03,112.3,0.198400005698204,0.0645999982953071,3220.04,1042.24,2774.33,6408.56,0.1826,1.6791,-14.6915,-48.6411018371582,50.76950073242188,11.50310039520264,33.0526008605957,-0.2840999960899353,Bajo,Bajo,0.9183685508295001,0.06511466083036206,0.01651678834013785
893,El Mojado Acaudalado,Los Tigres del Norte,Corrido tradicional,MX,real,Regional Mexicano,10.6286,12.78,0,1,313135,7061519,22.55,100,64865,0.8047,MX,SIN_SEGUNDO,1,Establecido,Indie,0,1,9,222.91,103.4,0.1991000026464462,0.0876000002026557,1900.93,731.06,2169.81,3963.81,0.0795,1.0876,-13.9862,-122.4287033081055,92.38259887695312,-1.297899961471558,38.05110168457031,6.611400127410889,Bajo,Bajo,0.6259706345704487,0.2580899094612182,0.11593945596833319
894,Tres Veces Mojado,Los Tigres del Norte,Corrido tradicional,MX,real,Regional Mexicano,13.7267,16.96,1,1,313135,7061519,22.55,100,64865,0.8047,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,12,170.52,107.7,0.13230000436306,0.0584000013768672,2225.99,924.8,2370.96,4627.1,0.0942,1.4093,-17.4333,-137.4214019775391,87.43180084228516,1.501500010490417,26.98200035095215,-1.896199941635132,Bajo,Bajo,0.8516379156397845,0.12381962145528519,0.024542462904930173
895,Mis Dos Patrias,Los Tigres del Norte,Norteño,MX,real,Regional Mexicano,10.6286,12.78,0,1,313135,7061519,22.55,100,64865,0.8047,MX,SIN_SEGUNDO,1,Establecido,Regional,0,1,9,212.95,112.3,0.1728000044822693,0.0803000032901763,2293.27,1005.34,2418.44,4800.49,0.0998,1.1785,-15.185,-113.5052032470703,80.6666030883789,3.530600070953369,34.65539932250977,8.884699821472168,Bajo,Bajo,0.8612051804765795,0.1014015351086805,0.03739328441474018
896,La Mesa del Rincón,Los Tigres del Norte,Norteño,MX,real,Regional Mexicano,13.7267,16.96,1,1,313135,7061519,22.55,100,64865,0.8047,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,5,204.76,112.3,0.1037999987602234,0.0423999987542629,2353.62,663.43,2271.45,4606.96,0.1203,1.4438,-20.1785,-149.8939056396484,74.23090362548828,-11.62489986419678,44.48210144042969,2.898699998855591,Bajo,Bajo,0.9254590915291907,0.06207611776376893,0.012464790707040482
897,Golpes en el Corazón,Los Tigres del Norte,Norteño,MX,real,Regional Mexicano,13.7267,16.96,1,1,313135,7061519,22.55,100,64865,0.8047,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,12,270.98,112.3,0.1023000031709671,0.0282000005245208,2711.45,480.7,2454.34,5339.85,0.1574,1.0715,-20.2229,-73.16079711914062,77.82099914550781,-20.70649909973145,19.30500030517578,-15.69130039215088,Bajo,Bajo,0.8265501901033144,0.15242024389987058,0.02102956599681484
898,La Reina del Sur,Los Tigres del Norte,Corrido tradicional,MX,real,Regional Mexicano,13.7267,16.96,1,1,313135,7061519,22.55,100,64865,0.8047,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,10,264.53,112.3,0.0738999992609024,0.0295000001788139,2417.67,874.26,2420.48,5009.43,0.1204,1.3345,-22.2911,-166.6622009277344,84.63310241699219,-6.531099796295166,16.51140022277832,-5.194699764251709,Bajo,Bajo,0.8253079675064078,0.15113191534049605,0.02356011715309605
899,El Circo,Los Tigres del Norte,Corrido tradicional,MX,real,Regional Mexicano,9.6741,16.71,0,1,313135,7061519,22.55,100,64865,0.8047,MX,SIN_SEGUNDO,1,Establecido,Indie,0,1,9,168.57,112.3,0.1283999979496002,0.0515000000596046,2320.22,858.46,2491.88,5060.23,0.1027,1.5097,-18.1467,-127.1899032592773,81.99310302734375,8.740500450134277,29.23950004577637,-0.7954000234603882,Bajo,Bajo,0.9184620839042879,0.060322871484342455,0.021215044611369586
900,Camelia la Texana,Los Tigres del Norte,Corrido tradicional,MX,real,Regional Mexicano,13.7267,16.96,1,1,313135,7061519,22.55,100,64865,0.8047,MX,SIN_SEGUNDO,1,Establecido,Major,0,2,5,206.25,112.3,0.2204000055789948,0.0856999978423118,2677.63,998.54,2443.06,5371.39,0.1297,1.3733,-13.7457,-79.23159790039062,60.9833984375,-3.367199897766113,37.74480056762695,-2.987400054931641,Bajo,Bajo,0.8414785541187687,0.1205267828875429,0.03799466299368839
901,La Granja,Los Tigres del Norte,Corrido tradicional,MX,real,Regional Mexicano,13.7267,16.96,1,1,313135,7061519,22.55,100,64865,0.8047,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,11,230.37,112.3,0.1361999958753586,0.0461999997496604,2768.75,868.27,2606.94,5705.99,0.1418,1.3359,-17.6571,-96.67459869384766,64.48059844970703,-4.277100086212158,26.527099609375,1.628700017929077,Bajo,Bajo,0.9192271877885576,0.06568618573301037,0.015086626478432189
902,De Paisano a Paisano,Los Tigres del Norte,Norteño,MX,real,Regional Mexicano,13.7267,16.96,1,1,313135,7061519,22.55,100,64865,0.8047,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,6,198.12,112.3,0.0821999981999397,0.0276999995112419,2497.0,900.46,2426.78,5114.41,0.1231,1.2879,-21.6852,-146.9188995361328,77.9303970336914,-11.59500026702881,23.33349990844727,1.711899995803833,Bajo,Bajo,0.8845156811566305,0.09602131141743865,0.019463007425930844
903,La Banda del Carro Rojo,Los Tigres del Norte,Corrido tradicional,MX,real,Regional Mexicano,13.7267,16.96,1,1,313135,7061519,22.55,100,64865,0.8047,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,5,187.73,107.7,0.1152999997138977,0.045899998396635,2195.07,960.07,2342.82,4677.52,0.0883,1.3729,-19.3906,-172.9947967529297,81.56700134277344,2.041800022125244,31.67090034484863,-2.482399940490723,Bajo,Bajo,0.882811252642927,0.09648244753997194,0.020706299817101044
904,Eres Mi Droga,Intocable,Norteño,MX,real,Regional Mexicano,12.7249,16.28,1,1,196119,4083138,20.82,100,36865,0.5493,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,1,206.88,95.7,0.1177000030875206,0.0542999990284442,2643.67,768.58,2669.32,5748.88,0.1108,1.4307,-18.9076,-137.1170043945312,66.23880004882812,10.78730010986328,32.80889892578125,2.558199882507324,Bajo,Bajo,0.9478878938248322,0.03668071674517045,0.015431389429997411
905,Y Todo Para Qué,Intocable,Norteño,MX,real,Regional Mexicano,12.7249,16.28,1,1,196119,4083138,20.82,100,36865,0.5493,MX,SIN_SEGUNDO,1,Establecido,Major,0,2,2,203.8,103.4,0.0377000011503696,0.0135000003501772,1890.18,882.44,2097.72,3938.88,0.0818,1.3099,-28.8934,-275.3457946777344,105.8741989135742,-9.30430030822754,24.15780067443848,6.176899909973145,Bajo,Bajo,0.916564198920906,0.06065276880778122,0.02278303227131262
906,Te Amo (Para Siempre),Intocable,Norteño,MX,real,Regional Mexicano,10.4574,10.65,0,1,196119,4083138,20.82,100,36865,0.5493,MX,SIN_SEGUNDO,1,Establecido,Regional,0,1,4,272.35,117.5,0.2006999999284744,0.0864999964833259,1998.99,554.6,2237.15,4176.64,0.0823,1.1349,-14.0324,-85.01119995117188,100.4173965454102,-6.44320011138916,26.89809989929199,0.9390000104904176,Bajo,Bajo,0.8900229568841945,0.07143724741041757,0.03853979570538793
907,Eso Duele,Intocable,Norteño,MX,real,Regional Mexicano,12.7249,16.28,1,1,196119,4083138,20.82,100,36865,0.5493,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,1,198.07,83.4,0.1835999935865402,0.065600000321865,2549.63,940.48,2657.14,5641.07,0.1057,1.1628,-15.2103,-90.69979858398438,72.11180114746094,14.60569953918457,28.29509925842285,10.6653003692627,Bajo,Bajo,0.9262687149296888,0.040064385357487686,0.03366689971282334
908,Tu Ausencia,Intocable,Norteño,MX,real,Regional Mexicano,10.4745,18.45,0,1,196119,4083138,20.82,100,36865,0.5493,MX,SIN_SEGUNDO,1,Establecido,Indie,0,1,10,180.15,92.3,0.3564000129699707,0.1015999987721443,1876.64,529.79,2231.06,4025.33,0.0733,1.2464,-9.7171,-18.75690078735352,107.008903503418,-5.589399814605713,24.26269912719727,1.073600053787231,Bajo,Bajo,0.8512392881428411,0.08552481026849168,0.06323590158866724
909,Aire,Intocable,Norteño,MX,real,Regional Mexicano,12.7249,16.28,1,1,196119,4083138,20.82,100,36865,0.5493,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,2,250.88,78.3,0.0509999990463256,0.0178999993950128,2214.3,892.0,2414.47,4777.03,0.1001,1.204,-26.771,-218.4651947021484,89.91549682617188,3.124399900436401,32.29100036621094,6.406099796295166,Bajo,Bajo,0.9337245362197575,0.045466180322020086,0.020809283458222312
910,Sueña,Intocable,Norteño,MX,real,Regional Mexicano,12.7249,16.28,1,1,196119,4083138,20.82,100,36865,0.5493,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,3,258.01,89.1,0.0320000015199184,0.0176999997347593,2344.8,790.65,2460.96,5013.4,0.1056,1.1747,-28.753,-268.36279296875,87.99169921875,2.315799951553345,12.56260013580322,-11.20230007171631,Bajo,Bajo,0.8532697803195671,0.11031057018966701,0.036419649490765635
911,Coqueta,Intocable,Norteño,MX,real,Regional Mexicano,7.1317,19.93,0,0,196119,4083138,20.82,100,36865,0.5493,MX,SIN_SEGUNDO,1,Establecido,Indie,0,1,2,184.12,83.4,0.1396999955177307,0.0824000015854835,2621.46,947.44,2654.26,5769.89,0.1137,1.2469,-17.7315,-133.7769012451172,66.63739776611328,14.43840026855469,33.82740020751953,3.811899900436401,Bajo,Bajo,0.9632330168737034,0.024918810880072702,0.011848172246223884
912,Fuerte No Soy,Intocable,Norteño,MX,real,Regional Mexicano,12.7249,16.28,1,1,196119,4083138,20.82,100,36865,0.5493,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,1,266.08,123.0,0.1247000023722649,0.0636000037193298,2467.45,876.19,2774.37,5680.25,0.0915,1.1151,-18.6722,-163.716796875,72.71489715576172,27.89669990539551,33.47740173339844,9.543399810791016,Bajo,Bajo,0.9131232409497064,0.06167067719292105,0.025206081857372473
913,Esa Soledad,Intocable,Norteño,MX,real,Regional Mexicano,7.3402,12.54,0,0,196119,4083138,20.82,100,36865,0.5493,MX,SIN_SEGUNDO,1,Establecido,Indie,0,2,2,229.19,129.2,0.190200001001358,0.0746999979019165,1811.59,593.34,2150.54,3935.67,0.0712,1.1447,-14.7299,-96.9301986694336,108.2776031494141,0.5320000052452087,27.38100051879883,-3.101399898529053,Bajo,Bajo,0.8437358032838775,0.09513969606943626,0.061124500646686224
914,Perdóname Mi Amor,Intocable,Norteño,MX,real,Regional Mexicano,13.0036,16.64,1,1,196119,4083138,20.82,100,36865,0.5493,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,11,223.99,92.3,0.0383000001311302,0.0178999993950128,1926.57,1267.18,2145.87,3902.45,0.0865,1.0316,-28.2199,-293.3219909667969,109.2078018188477,10.60379981994629,22.43429946899414,3.805200099945068,Bajo,Bajo,0.8267854859945897,0.1335423249009831,0.039672189104427186
915,Si Pudiera,Intocable,Norteño,MX,real,Regional Mexicano,9.9428,12.91,0,1,196119,4083138,20.82,100,36865,0.5493,MX,SIN_SEGUNDO,1,Establecido,Indie,0,1,11,249.89,152.0,0.1518999934196472,0.065600000321865,2830.54,898.34,2886.0,6344.14,0.1185,1.1971,-16.9095,-108.6824035644531,65.84950256347656,17.48649978637695,17.28400039672852,4.289100170135498,Bajo,Bajo,0.8254632554783278,0.10199182122939454,0.0725449232922778
916,Loco,Pesado,Norteño,MX,real,Regional Mexicano,13.1123,16.96,1,1,107147,1632124,15.23,100,18301,0.4986,MX,SIN_SEGUNDO,1,Establecido,Major,1,2,8,253.1,143.6,0.121799997985363,0.0456000007688999,2479.64,506.25,2517.36,5339.74,0.1183,1.0672,-18.9847,-84.41380310058594,87.25299835205078,-12.22560024261475,11.96560001373291,-3.256400108337402,Bajo,Bajo,0.8036935997370163,0.15924470607157662,0.0370616941914072
917,No Me Doy por Vencido,Pesado,Norteño,MX,real,Regional Mexicano,15.5751,19.24,0,1,107147,1632124,15.23,100,18301,0.4986,MX,SIN_SEGUNDO,1,Consagrado,Major,0,1,4,202.79,161.5,0.1695999950170517,0.0859000012278556,2572.41,814.35,2677.78,5613.37,0.1058,1.0922,-15.9272,-100.1539001464844,72.9166030883789,10.04080009460449,30.55229949951172,1.065600037574768,Bajo,Bajo,0.7972723227515076,0.11033132722732014,0.09239635002117233
918,Acompáñame a Estar Solo,Pesado,Norteño,MX,real,Regional Mexicano,12.8942,18.86,0,1,107147,1632124,15.23,100,18301,0.4986,MX,SIN_SEGUNDO,1,Establecido,Indie,0,1,8,207.38,80.7,0.0808999985456466,0.0366000011563301,2855.09,1068.71,2821.41,6191.01,0.117,1.5674,-22.3757,-160.7799987792969,69.77249908447266,12.58740043640137,19.40139961242676,4.236000061035156,Bajo,Bajo,0.9172307891983403,0.05041404045729779,0.032355170344361917
919,Mírame,Pesado,Norteño,MX,real,Regional Mexicano,13.1123,16.96,1,1,107147,1632124,15.23,100,18301,0.4986,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,12,200.34,184.6,0.1272999942302704,0.0394000001251697,2421.78,716.57,2753.57,5693.07,0.0881,1.3627,-19.0154,-126.6082000732422,78.56680297851562,22.78619956970215,26.40469932556152,4.216300010681152,Bajo,Bajo,0.9194812887788192,0.06450470059332351,0.016014010627857362
920,Mátalas,Pesado,Norteño,MX,real,Regional Mexicano,11.5089,14.09,0,1,107147,1632124,15.23,100,18301,0.4986,MX,SIN_SEGUNDO,1,Establecido,Regional,0,1,4,177.46,117.5,0.1926999986171722,0.1049000024795532,1892.38,1018.66,2177.8,3838.33,0.0777,1.1818,-13.7006,-122.6900024414062,104.4191970825195,5.388100147247314,29.87739944458008,5.455699920654297,Bajo,Bajo,0.9012670627720275,0.0679952936780841,0.03073764354988845
921,Aún Sigues Siendo Mía,Pesado,Norteño,MX,real,Regional Mexicano,15.5751,19.24,0,1,107147,1632124,15.23,100,18301,0.4986,MX,SIN_SEGUNDO,1,Consagrado,Major,0,1,6,232.14,123.0,0.1748999953269958,0.0788000002503395,2182.55,683.65,2485.18,4734.01,0.0861,1.2271,-15.5702,-105.7968978881836,89.20010375976562,2.490999937057495,26.92460060119629,9.773099899291992,Bajo,Bajo,0.7562964767156788,0.08392154751904767,0.15978197576527353
922,No Te la Vas a Acabar,Pesado,Norteño,MX,real,Regional Mexicano,9.7232,16.06,0,1,107147,1632124,15.23,100,18301,0.4986,MX,SIN_SEGUNDO,1,Establecido,Indie,0,2,6,190.19,136.0,0.1537999957799911,0.0615000016987323,1970.62,857.74,2391.07,4497.39,0.0686,1.1779,-16.745,-142.5892944335938,90.27210235595705,13.269700050354,24.66720008850098,6.885900020599365,Bajo,Bajo,0.8905274747143482,0.07235158550753838,0.037120939778113475
923,De Ti Exclusivo,Pesado,Norteño,MX,real,Regional Mexicano,14.3921,16.27,1,1,107147,1632124,15.23,100,18301,0.4986,MX,SIN_SEGUNDO,1,Establecido,Major,0,1,2,253.63,123.0,0.2150000035762787,0.089599996805191,2196.06,714.95,2373.51,4765.01,0.0906,1.1119,-13.3371,-62.17200088500977,96.3646011352539,-2.623800039291382,9.163599967956545,-19.70709991455078,Bajo,Bajo,0.45756849422557094,0.3469200729086655,0.1955114328657635
924,Atrévete a Mirarme de Frente,Pesado,Norteño,MX,real,Regional Mexicano,10.9648,14.01,0,1,107147,1632124,15.23,100,18301,0.4986,MX,SIN_SEGUNDO,1,Establecido,Indie,0,1,5,183.3,92.3,0.0766000002622604,0.0245999991893768,2675.62,867.15,2512.56,5513.15,0.1287,1.2727,-22.9371,-147.5901947021484,77.29309844970703,-9.305299758911133,29.94000053405762,-1.057800054550171,Bajo,Bajo,0.9393312214393197,0.04360044081247352,0.017068337748206916
